articleID	toponym	geoID	isTitle	predID
155550	Limburg	2751596	0	2751596
155550	Den Haag	2747373	0	2747373
155550	Brabant	2758432	0	4799935
25803	NAVO	6695079	1	4713893
25803	Kosovo	831053	1	831053
25803	Kosovo	831053	0	831053
25803	Kosovo	831053	0	831053
25803	Kosovo	831053	0	831053
25803	Noord-Kosovo	10242943	0	10242943
25803	Pristina	786714	0	786714
25803	Kosovo	831053	0	831053
25803	Servie	6290252	0	6290252
25803	Brnjak	792265	0	3242227
25803	Jarinje	834414	0	834414
25803	Kosovo	831053	0	831053
25803	Kosovo	831053	0	831053
25803	Servie	6290252	0	6290252
25803	Pristina	786714	0	786714
230898	Kaapstad	3369157	0	3369157
230898	Zuid-Afrika	953987	0	953987
230898	Kaapstad	3369157	0	3369157
50076	Bonn	2946447	1	11612754
50076	Bonn	2946447	0	11612754
50076	Langenfeld	2881085	0	2881085
50076	Düsseldorf	2934246	0	2934246
50076	Keulen	2886242	0	2886242
50076	Bonn	2946447	0	11612754
232643	Kabul	1138958	1	1138958
232643	Qatar	289688	0	289688
232643	Afghanistan	1149361	0	1149361
232643	Qatar	289688	0	289688
232643	Doha	290030	0	290030
232643	Qatar	289688	0	289688
232643	Kabul	1138958	0	1138958
232643	Doha	290030	0	290030
232643	Nederland	2750405	0	2750405
232643	Nederland	2750405	0	2750405
232643	Nederland	2750405	0	2750405
232643	Doha	290030	0	290030
232643	Den Haag	2747373	0	2747373
232643	Kabul	1138958	0	1138958
232643	Nederland	2750405	0	2750405
232643	Nederland	2750405	0	2750405
232643	Afghanistan	1149361	0	1149361
232643	Nederland	2750405	0	2750405
232643	Afghanistan	1149361	0	1149361
232643	Afghanistan	1149361	0	1149361
232643	Nederland	2750405	0	2750405
104412	Twente	2746058	0	2746058
104412	Achterhoek	2760027	0	2760026
104412	Drenthe	2756631	0	2756631
104412	Groningen	2755249	0	2755251
104412	Den Bosch	2747351	0	2747350
104412	Amsterdam	2759794	0	2759794
104412	Den Haag	2747373	0	2747373
104412	Haarlem	2755003	0	2755003
104412	Zwolle	2743477	0	2743477
104412	Wageningen	2745088	0	2745088
7524	Zuid-Amerika	6255150	1	6255150
7524	Zuid-Amerika	6255150	0	6255150
7524	Argentinie	3865483	0	3865483
7524	Bolivia	3923057	0	3923057
7524	Paraguay	3437598	0	3437598
7524	Brazilie	3469034	0	3469034
7524	Bolivia	3923057	0	3923057
7524	Peru	3932488	0	3932488
7524	Zuidpool	6269204	0	6269204
7524	Peru	3932488	0	3932488
83789	Londen	2643743	0	2643743
131175	Belgie	2802361	1	2802361
131175	Belgie	2802361	0	2802361
56814	Irak	99237	1	99237
56814	Irak	99237	0	99237
56814	Bagdad	98182	0	98182
56814	Kirkuk	94787	0	94787
56814	Bagdad	98182	0	98182
56814	Kirkuk	94787	0	94787
56814	Irak	99237	0	99237
56814	Syrie	163843	0	163843
56814	Irak	99237	0	99237
94790	Zoetermeer	2743855	1	2743856
94790	Zoetermeer	2743855	0	2743856
94790	Scheepvaartmuseum	6951700	0	7911162
94790	Amsterdam	2759794	0	2759794
48822	Irak	99237	1	99237
48822	Irak	99237	0	99237
48822	Bagdad	98182	0	98182
48822	Kirkuk	94787	0	94787
48822	Kirkuk	94787	0	94787
48822	Irak	99237	0	99237
154097	Groningen	2755251	0	2755251
154097	Amsterdam	2759794	0	2759794
154097	Amsterdam	2759794	0	2759794
27954	Bodegraven	2758765	0	2758765
27954	Bodegraven	2758765	0	2758765
249017	Iran	130758	1	130758
249017	Iran	130758	0	130758
249017	Berlijn	2950159	0	2950159
105215	Egypte	357994	1	357994
105215	Egypte	357994	0	357994
105215	Irak	99237	0	99237
105215	Syrië	163843	0	163843
47765	Zijtaart	2743877	1	2743877
47765	Zijtaart	2743877	0	2743877
47765	Veghe	2745726	0	0
47765	Zijtaart	2743877	0	2743877
73026	China	1814991	1	1814991
73026	China	1814991	0	1814991
73026	Xinjiang	1529047	0	1529047
73026	Zijderoutestad Kasjgar	1280849	0	0
73026	Xinjiang	1529047	0	1529047
236009	VS	6252001	1	6457402
236009	New York	5128581	1	5128581
236009	Verenigde Staten	6252001	0	6252001
236009	New York	5128638	0	5128581
236009	Massachusetts	6254926	0	6254926
236009	Long Island	3572005	0	3572005
236009	New York	5128638	0	5128581
236009	Massachusetts	6254926	0	6254926
236009	Florida	4155751	0	4155751
236009	Florida	4155751	0	4155751
236009	New York	5128638	0	5128581
236009	New Jersey	5101760	0	5101760
47810	Westelijke Jordaanoever	285153	0	0
47810	Ramallah	282239	0	282239
47810	Ramallah	282239	0	282239
47810	Ramallah	282239	0	282239
47810	Parijs	2988507	0	2988507
47810	Israël	294640	0	294640
47810	Londen	2643743	0	2643743
26676	Zuidwest-Engeland	6692262	0	6692262
26676	Somerset	2637532	0	4951248
26676	Taunton	2636177	0	5049737
133517	Nederland	2750405	0	2750405
133517	Italië	3175395	0	3175395
133517	Italië	3175395	0	3175395
133517	Nederland	2750405	0	2750405
207673	Brazilie	3469034	0	3469034
207673	Nederland	2750405	0	2750405
217787	Utrecht	2745912	0	2745912
217787	Utrecht	2745912	0	2745912
217787	Leipzig	2879139	0	2879139
217787	Belfast	2655984	0	2655984
217787	Windsor Park	6347887	0	8163104
124923	Raqqa	172955	1	172955
124923	Ma'dan	167538	0	10269639
124923	Raqqa	172955	0	172955
124923	Raqqa	172955	0	172955
124923	Syrie	163843	0	163843
230330	Panjshirvallei	9166447	1	9166447
230330	Panjshirvallei	9166447	0	9166447
230330	Afghanistan	1149361	0	1149361
230330	Afghanistan	1149361	0	1149361
230330	Panjshirvallei	9166447	0	9166447
230330	Panjshir	6957555	0	6957555
228454	Randstad	7279861	0	7279861
228454	Friesland	2755812	0	2755812
99433	Somalie	51537	1	51537
99433	Mogadishu	53654	0	53654
99433	Den Haag	2747373	0	2747373
226500	Italie	3175395	1	3175395
226500	Italië	3175395	0	3175395
226500	Verbania	3164567	0	3164567
226500	Mottarone	3172503	0	6934475
226500	Israël	294640	0	294640
130033	Oostenrijk	2782113	0	2782113
130033	Hongarije	719819	0	719819
130033	Oostenrijk	2782113	0	2782113
243514	Gibraltar	2411586	1	2411585
243514	Gibraltar	2411586	0	2411585
98636	Groningen	2755249	1	2755251
98636	Groningen	2755249	0	2755251
98636	Groningen	2755251	0	2755251
98636	Nederland	2750405	0	2750405
98636	Groningen	2755249	0	2755251
15596	Marokko	2542007	1	2542007
15596	Tunesie	2464461	0	2464461
15596	Marokko	2542007	0	2542007
15596	Marokko	2542007	0	2542007
15596	Marokko	2542007	0	2542007
15596	Marokko	2542007	0	2542007
15596	Marokko	2542007	0	2542007
15596	Marokko	2542007	0	2542007
15596	Marokko	2542007	0	2542007
15596	Tunesie	2464461	0	2464461
15596	Egypte	357994	0	357994
56389	Filipijnen	1694008	0	1694008
56389	Pagadian	1696710	0	1696710
208337	EU	6695072	1	3019329
208337	Europese Unie	6695072	0	6695072
208337	Nederland	2750405	0	2750405
208337	Nederland	2750405	0	2750405
208337	Belgie	2802361	0	2802361
208337	Luxemburg	2960313	0	2960313
208337	Frankrijk	3017382	0	3017382
208337	Nederland	2750405	0	2750405
208337	VS	6252001	0	6457402
208337	Europa	6255148	0	6255148
208337	Brussel	2800866	0	2800866
208337	Europa	6255148	0	6255148
210274	Rotterdam	2747890	1	2747891
210274	Rotterdam	2747890	0	2747891
251150	Best	2759040	0	2759040
251150	Australie	2077456	0	2077456
251150	Best	2759040	0	2759040
35403	Middelharnis	2750884	0	2750884
211394	Chili	3895114	0	3895114
211394	Chili	3895114	0	3895114
211394	Latijns-Amerika	6255150	0	0
211394	Santiago	3871336	0	3871336
211394	Santiago	3871336	0	3871336
211394	Puente Alto	3875024	0	3875024
106776	Schiphol	6296680	0	10173839
106776	Amsterdam-West	11525048	0	0
106776	Schiphol	6296680	0	10173839
52523	Los Angeles	5368361	0	5368361
52523	Californie	5332921	0	5332921
128142	Brussel	2800866	0	2800866
128142	Brussel	2800866	0	2800866
184219	Roermond	2748000	0	2748000
184219	Roermond	2748000	0	2748000
184219	Enschede	2756071	0	2756071
184219	Hengelo	2754394	0	2754394
184219	Emmen	2756136	0	2756136
184219	Hengelo	2754394	0	2754394
184219	Enschede	2756071	0	2756071
184219	Emmen	2756136	0	2756136
184219	Nederland	2750405	0	2750405
183182	Brussel	2800866	0	2800866
183182	EU	6695072	0	3019329
183182	Benelux	6692168	0	6692168
183182	Duitsland	2921044	0	2921044
183182	Nederland	2750405	0	2750405
183182	Europa	6255148	0	6255148
157281	Zuid-Korea	1835841	0	1835841
157281	Zuid-Korea	1835841	0	1835841
82171	Mali	2453866	1	2453866
82171	Mali	2453866	0	2453866
82171	Mali	2453866	0	2453866
82171	Mali	2453866	0	2453866
82171	Mali	2453866	0	2453866
82171	Mali	2453866	0	2453866
199905	Italie	3913908	1	3175395
199905	Italie	3913908	0	3175395
199905	Zwitserland	2658434	0	936393
199905	Italie	3913908	0	3175395
199905	Milaan	3173435	0	3173435
199905	Italie	3913908	0	3175395
